ID,Name_KR,Name_EN,Category,Sub_Category,Desc_KR,Desc_EN,Atlas_Name,Atk_Power,Stamina_Restore,Part_Type,Update_Cycle,Associated_Ability,Job_Unlock_ID
ar_clo_boar_topaz,토파즈 멧돼지 망토,Topaz Boar Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_boar_emerald,에메랄드 멧돼지 망토,Emerald Boar Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_boar_ruby,루비 멧돼지 망토,Ruby Boar Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_boar_diamond,다이아몬드 멧돼지 망토,Diamond Boar Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_bot_wolf,늑대 하의,Wolf Bottom,Armor,Bottom,,,armor2.png,,,,,,
ar_bot_wolf_amethyst,자수정 늑대 하의,Amethyst Wolf Bottom,Armor,Bottom,,,armor2.png,,,,,,
ar_bot_wolf_topaz,토파즈 늑대 하의,Topaz Wolf Bottom,Armor,Bottom,,,armor2.png,,,,,,
ar_bot_wolf_emerald,에메랄드 늑대 하의,Emerald Wolf Bottom,Armor,Bottom,,,armor2.png,,,,,,
ar_bot_wolf_ruby,루비 늑대 하의,Ruby Wolf Bottom,Armor,Bottom,,,armor2.png,,,,,,
ar_bot_wolf_diamond,다이아몬드 늑대 하의,Diamond Wolf Bottom,Armor,Bottom,,,armor2.png,,,,,,
ar_glo_wolf,늑대 장갑,Wolf Gloves,Armor,Gloves,,,armor2.png,,,,,,
ar_glo_wolf_amethyst,자수정 늑대 장갑,Amethyst Wolf Gloves,Armor,Gloves,,,armor2.png,,,,,,
ar_glo_wolf_topaz,토파즈 늑대 장갑,Topaz Wolf Gloves,Armor,Gloves,,,armor2.png,,,,,,
ar_glo_wolf_emerald,에메랄드 늑대 장갑,Emerald Wolf Gloves,Armor,Gloves,,,armor2.png,,,,,,
ar_glo_wolf_ruby,루비 늑대 장갑,Ruby Wolf Gloves,Armor,Gloves,,,armor2.png,,,,,,
ar_glo_wolf_diamond,다이아몬드 늑대 장갑,Diamond Wolf Gloves,Armor,Gloves,,,armor2.png,,,,,,
ar_clo_wolf,늑대 망토,Wolf Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_wolf_amethyst,자수정 늑대 망토,Amethyst Wolf Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_wolf_topaz,토파즈 늑대 망토,Topaz Wolf Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_wolf_emerald,에메랄드 늑대 망토,Emerald Wolf Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_wolf_ruby,루비 늑대 망토,Ruby Wolf Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_clo_wolf_diamond,다이아몬드 늑대 망토,Diamond Wolf Cloak,Armor,Cloak,,,armor2.png,,,,,,
ar_buc_oak,참나무 버클러,Oak Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_oak_amethyst,자수정 참나무 버클러,Amethyst Oak Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_oak_topaz,토파즈 참나무 버클러,Topaz Oak Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_oak_emerald,에메랄드 참나무 버클러,Emerald Oak Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_oak_ruby,루비 참나무 버클러,Ruby Oak Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_oak_diamond,다이아몬드 참나무 버클러,Diamond Oak Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_oak,참나무 방패,Oak Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_oak_amethyst,자수정 참나무 방패,Amethyst Oak Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_oak_topaz,토파즈 참나무 방패,Topaz Oak Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_oak_emerald,에메랄드 참나무 방패,Emerald Oak Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_oak_ruby,루비 참나무 방패,Ruby Oak Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_oak_diamond,다이아몬드 참나무 방패,Diamond Oak Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_hickory,히코리 버클러,Hickory Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_hickory_amethyst,자수정 히코리 버클러,Amethyst Hickory Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_hickory_topaz,토파즈 히코리 버클러,Topaz Hickory Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_hickory_emerald,에메랄드 히코리 버클러,Emerald Hickory Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_hickory_ruby,루비 히코리 버클러,Ruby Hickory Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_hickory_diamond,다이아몬드 히코리 버클러,Diamond Hickory Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_hickory,히코리 방패,Hickory Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_hickory_amethyst,자수정 히코리 방패,Amethyst Hickory Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_hickory_topaz,토파즈 히코리 방패,Topaz Hickory Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_hickory_emerald,에메랄드 히코리 방패,Emerald Hickory Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_hickory_ruby,루비 히코리 방패,Ruby Hickory Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_hickory_diamond,다이아몬드 히코리 방패,Diamond Hickory Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_pine,소나무 버클러,Pine Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_pine_amethyst,자수정 소나무 버클러,Amethyst Pine Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_pine_topaz,토파즈 소나무 버클러,Topaz Pine Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_pine_emerald,에메랄드 소나무 버클러,Emerald Pine Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_pine_ruby,루비 소나무 버클러,Ruby Pine Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_pine_diamond,다이아몬드 소나무 버클러,Diamond Pine Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_pine,소나무 방패,Pine Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_pine_amethyst,자수정 소나무 방패,Amethyst Pine Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_pine_topaz,토파즈 소나무 방패,Topaz Pine Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_pine_emerald,에메랄드 소나무 방패,Emerald Pine Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_pine_ruby,루비 소나무 방패,Ruby Pine Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_pine_diamond,다이아몬드 소나무 방패,Diamond Pine Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_willow,버드나무 버클러,Willow Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_willow_amethyst,자수정 버드나무 버클러,Amethyst Willow Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_willow_topaz,토파즈 버드나무 버클러,Topaz Willow Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_willow_emerald,에메랄드 버드나무 버클러,Emerald Willow Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_willow_ruby,루비 버드나무 버클러,Ruby Willow Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_willow_diamond,다이아몬드 버드나무 버클러,Diamond Willow Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_willow,버드나무 방패,Willow Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_willow_amethyst,자수정 버드나무 방패,Amethyst Willow Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_willow_topaz,토파즈 버드나무 방패,Topaz Willow Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_willow_emerald,에메랄드 버드나무 방패,Emerald Willow Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_willow_ruby,루비 버드나무 방패,Ruby Willow Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_willow_diamond,다이아몬드 버드나무 방패,Diamond Willow Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_birch,자작나무 버클러,Birch Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_birch_amethyst,자수정 자작나무 버클러,Amethyst Birch Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_birch_topaz,토파즈 자작나무 버클러,Topaz Birch Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_birch_emerald,에메랄드 자작나무 버클러,Emerald Birch Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_birch_ruby,루비 자작나무 버클러,Ruby Birch Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_birch_diamond,다이아몬드 자작나무 버클러,Diamond Birch Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_birch,자작나무 방패,Birch Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_birch_amethyst,자수정 자작나무 방패,Amethyst Birch Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_birch_topaz,토파즈 자작나무 방패,Topaz Birch Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_birch_emerald,에메랄드 자작나무 방패,Emerald Birch Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_birch_ruby,루비 자작나무 방패,Ruby Birch Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_birch_diamond,다이아몬드 자작나무 방패,Diamond Birch Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_tin,주석 버클러,Tin Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_tin_amethyst,자수정 주석 버클러,Amethyst Tin Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_tin_topaz,토파즈 주석 버클러,Topaz Tin Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_tin_emerald,에메랄드 주석 버클러,Emerald Tin Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_tin_ruby,루비 주석 버클러,Ruby Tin Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_tin_diamond,다이아몬드 주석 버클러,Diamond Tin Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_tin,주석 방패,Tin Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_tin_amethyst,자수정 주석 방패,Amethyst Tin Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_tin_topaz,토파즈 주석 방패,Topaz Tin Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_tin_emerald,에메랄드 주석 방패,Emerald Tin Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_tin_ruby,루비 주석 방패,Ruby Tin Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_tin_diamond,다이아몬드 주석 방패,Diamond Tin Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_iron,철 버클러,Iron Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_iron_amethyst,자수정 철 버클러,Amethyst Iron Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_iron_topaz,토파즈 철 버클러,Topaz Iron Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_iron_emerald,에메랄드 철 버클러,Emerald Iron Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_iron_ruby,루비 철 버클러,Ruby Iron Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_iron_diamond,다이아몬드 철 버클러,Diamond Iron Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_iron,철 방패,Iron Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_iron_amethyst,자수정 철 방패,Amethyst Iron Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_iron_topaz,토파즈 철 방패,Topaz Iron Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_iron_emerald,에메랄드 철 방패,Emerald Iron Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_iron_ruby,루비 철 방패,Ruby Iron Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_iron_diamond,다이아몬드 철 방패,Diamond Iron Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_copper,구리 버클러,Copper Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_copper_amethyst,자수정 구리 버클러,Amethyst Copper Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_copper_topaz,토파즈 구리 버클러,Topaz Copper Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_copper_emerald,에메랄드 구리 버클러,Emerald Copper Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_copper_ruby,루비 구리 버클러,Ruby Copper Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_copper_diamond,다이아몬드 구리 버클러,Diamond Copper Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_copper,구리 방패,Copper Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_copper_amethyst,자수정 구리 방패,Amethyst Copper Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_copper_topaz,토파즈 구리 방패,Topaz Copper Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_copper_emerald,에메랄드 구리 방패,Emerald Copper Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_copper_ruby,루비 구리 방패,Ruby Copper Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_copper_diamond,다이아몬드 구리 방패,Diamond Copper Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_silver,은 버클러,Silver Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_silver_amethyst,자수정 은 버클러,Amethyst Silver Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_silver_topaz,토파즈 은 버클러,Topaz Silver Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_silver_emerald,에메랄드 은 버클러,Emerald Silver Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_silver_ruby,루비 은 버클러,Ruby Silver Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_silver_diamond,다이아몬드 은 버클러,Diamond Silver Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_silver,은 방패,Silver Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_silver_amethyst,자수정 은 방패,Amethyst Silver Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_silver_topaz,토파즈 은 방패,Topaz Silver Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_silver_emerald,에메랄드 은 방패,Emerald Silver Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_silver_ruby,루비 은 방패,Ruby Silver Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_silver_diamond,다이아몬드 은 방패,Diamond Silver Shield,Armor,Shield,,,armor1.png,,,,,,
ar_buc_gold,금 버클러,Gold Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_gold_amethyst,자수정 금 버클러,Amethyst Gold Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_gold_topaz,토파즈 금 버클러,Topaz Gold Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_gold_emerald,에메랄드 금 버클러,Emerald Gold Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_gold_ruby,루비 금 버클러,Ruby Gold Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_buc_gold_diamond,다이아몬드 금 버클러,Diamond Gold Buckler,Armor,Buckler,,,armor1.png,,,,,,
ar_shi_gold,금 방패,Gold Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_gold_amethyst,자수정 금 방패,Amethyst Gold Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_gold_topaz,토파즈 금 방패,Topaz Gold Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_gold_emerald,에메랄드 금 방패,Emerald Gold Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_gold_ruby,루비 금 방패,Ruby Gold Shield,Armor,Shield,,,armor1.png,,,,,,
ar_shi_gold_diamond,다이아몬드 금 방패,Diamond Gold Shield,Armor,Shield,,,armor1.png,,,,,,
am_arr_oak,참나무 화살,Oak Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_tin,참나무 주석 화살,Oak Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_tin_amethyst,자수정 참나무 주석 화살,Amethyst Oak Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_tin_topaz,토파즈 참나무 주석 화살,Topaz Oak Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_tin_emerald,에메랄드 참나무 주석 화살,Emerald Oak Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_tin_ruby,루비 참나무 주석 화살,Ruby Oak Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_tin_diamond,다이아몬드 참나무 주석 화살,Diamond Oak Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_iron,참나무 철 화살,Oak Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_iron_amethyst,자수정 참나무 철 화살,Amethyst Oak Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_iron_topaz,토파즈 참나무 철 화살,Topaz Oak Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_iron_emerald,에메랄드 참나무 철 화살,Emerald Oak Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_iron_ruby,루비 참나무 철 화살,Ruby Oak Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_iron_diamond,다이아몬드 참나무 철 화살,Diamond Oak Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_copper,참나무 구리 화살,Oak Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_copper_amethyst,자수정 참나무 구리 화살,Amethyst Oak Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_copper_topaz,토파즈 참나무 구리 화살,Topaz Oak Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_copper_emerald,에메랄드 참나무 구리 화살,Emerald Oak Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_copper_ruby,루비 참나무 구리 화살,Ruby Oak Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_copper_diamond,다이아몬드 참나무 구리 화살,Diamond Oak Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_silver,참나무 은 화살,Oak Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_silver_amethyst,자수정 참나무 은 화살,Amethyst Oak Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_silver_topaz,토파즈 참나무 은 화살,Topaz Oak Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_silver_emerald,에메랄드 참나무 은 화살,Emerald Oak Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_silver_ruby,루비 참나무 은 화살,Ruby Oak Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_silver_diamond,다이아몬드 참나무 은 화살,Diamond Oak Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_gold,참나무 금 화살,Oak Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_gold_amethyst,자수정 참나무 금 화살,Amethyst Oak Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_gold_topaz,토파즈 참나무 금 화살,Topaz Oak Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_gold_emerald,에메랄드 참나무 금 화살,Emerald Oak Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_gold_ruby,루비 참나무 금 화살,Ruby Oak Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_oak_gold_diamond,다이아몬드 참나무 금 화살,Diamond Oak Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory,히코리 화살,Hickory Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_tin,히코리 주석 화살,Hickory Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_tin_amethyst,자수정 히코리 주석 화살,Amethyst Hickory Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_tin_topaz,토파즈 히코리 주석 화살,Topaz Hickory Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_tin_emerald,에메랄드 히코리 주석 화살,Emerald Hickory Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_tin_ruby,루비 히코리 주석 화살,Ruby Hickory Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_tin_diamond,다이아몬드 히코리 주석 화살,Diamond Hickory Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_iron,히코리 철 화살,Hickory Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_iron_amethyst,자수정 히코리 철 화살,Amethyst Hickory Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_iron_topaz,토파즈 히코리 철 화살,Topaz Hickory Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_iron_emerald,에메랄드 히코리 철 화살,Emerald Hickory Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_iron_ruby,루비 히코리 철 화살,Ruby Hickory Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_iron_diamond,다이아몬드 히코리 철 화살,Diamond Hickory Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_copper,히코리 구리 화살,Hickory Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_copper_amethyst,자수정 히코리 구리 화살,Amethyst Hickory Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_copper_topaz,토파즈 히코리 구리 화살,Topaz Hickory Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_copper_emerald,에메랄드 히코리 구리 화살,Emerald Hickory Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_copper_ruby,루비 히코리 구리 화살,Ruby Hickory Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_copper_diamond,다이아몬드 히코리 구리 화살,Diamond Hickory Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_silver,히코리 은 화살,Hickory Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_silver_amethyst,자수정 히코리 은 화살,Amethyst Hickory Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_silver_topaz,토파즈 히코리 은 화살,Topaz Hickory Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_silver_emerald,에메랄드 히코리 은 화살,Emerald Hickory Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_silver_ruby,루비 히코리 은 화살,Ruby Hickory Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_silver_diamond,다이아몬드 히코리 은 화살,Diamond Hickory Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_gold,히코리 금 화살,Hickory Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_gold_amethyst,자수정 히코리 금 화살,Amethyst Hickory Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_gold_topaz,토파즈 히코리 금 화살,Topaz Hickory Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_gold_emerald,에메랄드 히코리 금 화살,Emerald Hickory Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_gold_ruby,루비 히코리 금 화살,Ruby Hickory Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_hickory_gold_diamond,다이아몬드 히코리 금 화살,Diamond Hickory Gold Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine,소나무 화살,Pine Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_tin,소나무 주석 화살,Pine Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_tin_amethyst,자수정 소나무 주석 화살,Amethyst Pine Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_tin_topaz,토파즈 소나무 주석 화살,Topaz Pine Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_tin_emerald,에메랄드 소나무 주석 화살,Emerald Pine Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_tin_ruby,루비 소나무 주석 화살,Ruby Pine Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_tin_diamond,다이아몬드 소나무 주석 화살,Diamond Pine Tin Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_iron,소나무 철 화살,Pine Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_iron_amethyst,자수정 소나무 철 화살,Amethyst Pine Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_iron_topaz,토파즈 소나무 철 화살,Topaz Pine Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_iron_emerald,에메랄드 소나무 철 화살,Emerald Pine Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_iron_ruby,루비 소나무 철 화살,Ruby Pine Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_iron_diamond,다이아몬드 소나무 철 화살,Diamond Pine Iron Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_copper,소나무 구리 화살,Pine Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_copper_amethyst,자수정 소나무 구리 화살,Amethyst Pine Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_copper_topaz,토파즈 소나무 구리 화살,Topaz Pine Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_copper_emerald,에메랄드 소나무 구리 화살,Emerald Pine Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_copper_ruby,루비 소나무 구리 화살,Ruby Pine Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_copper_diamond,다이아몬드 소나무 구리 화살,Diamond Pine Copper Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_silver,소나무 은 화살,Pine Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_silver_amethyst,자수정 소나무 은 화살,Amethyst Pine Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
am_arr_pine_silver_topaz,토파즈 소나무 은 화살,Topaz Pine Silver Arrow,Ammunition,Arrow,,,arrow.png,,,,,,
